user ID,item ID,timestamp
67,546,1388275200
68,1812,1402185600
68,531,1402185600
69,294,1402012800
69,1465,1402012800
70,4044,1401926400
70,4043,1401926400
70,4044,1401926400
70,4043,1401926400
70,1254,1401926400
71,337,1401321600
71,1774,1401321600
71,1012,1401321600
72,2767,1400630400
72,3554,1400630400
72,3554,1400630400
72,2767,1400630400
72,3361,1400630400
73,2966,1399852800
73,934,1399852800
73,1450,1399852800
74,2637,1399593600
74,2321,1399593600
74,3703,1399593600
74,2321,1399593600
74,2637,1399593600
75,1220,1399334400
75,817,1399334400
76,2167,1398729600
76,110,1398729600
76,2266,1398729600
76,2266,1398729600
76,2167,1398729600
77,4388,1398211200
77,37,1398211200
78,3529,1398038400
78,805,1398038400
78,2584,1398038400
79,514,1397433600
79,1589,1397433600
80,3513,1397088000
80,2544,1397088000
80,2516,1397088000
80,2544,1397088000
80,3513,1397088000
81,2925,1397088000
81,1163,1397088000
81,270,1397088000
81,1163,1397088000
81,2925,1397088000
82,456,1397088000
82,4045,1397088000
82,3374,1397088000
82,4045,1397088000
82,456,1397088000
83,644,1396915200
83,2528,1396915200
84,4046,1396828800
84,3048,1396828800
85,1395,1396742400
85,336,1396742400
85,570,1396742400
85,336,1396742400
85,1395,1396742400
86,2939,1396656000
86,308,1396656000
86,308,1396656000
86,1766,1396656000
86,1766,1396656000
86,308,1396656000
86,2939,1396656000
87,3531,1396483200
87,2540,1396483200
88,1869,1396483200
88,1110,1396483200
89,38,1396396800
89,2711,1396396800
89,3704,1396396800
90,3616,1396137600
90,680,1396137600
91,2174,1396051200
91,3346,1396051200
91,1999,1396051200
92,355,1396051200
92,798,1396051200
93,3035,1395532800
93,458,1395532800
94,2476,1395100800
94,936,1395100800
95,1761,1394668800
95,1023,1394668800
95,390,1394668800
95,390,1394668800
95,1023,1394668800
96,187,1394668800
96,2493,1394668800
97,2876,1394236800
97,2393,1394236800
97,3607,1394236800
98,1336,1394064000
98,1361,1394064000
99,377,1393891200
99,505,1393891200
100,1658,1393459200
100,1288,1393459200
101,0,1393459200
101,919,1393459200
102,249,1393200000
102,1256,1393200000
102,1256,1393200000
102,249,1393200000
102,1551,1393200000
103,4047,1392854400
103,3100,1392854400
103,3100,1392854400
103,1985,1392854400
103,4047,1392854400
104,2330,1392768000
104,1316,1392768000
105,2403,1392768000
105,58,1392768000
105,2302,1392768000
106,1539,1392076800
106,3555,1392076800
107,3658,1391558400
107,3642,1391558400
107,1837,1391558400
107,1837,1391558400
107,3642,1391558400
108,3622,1390953600
108,3373,1390953600
108,243,1390953600
108,3373,1390953600
108,3622,1390953600
109,1504,1390867200
109,2308,1390867200
109,634,1390867200
109,2308,1390867200
109,1504,1390867200
110,2190,1389744000
110,235,1389744000
110,1378,1389744000
111,3606,1389312000
111,2009,1389312000
111,2502,1389312000
111,2502,1389312000
111,2009,1389312000
111,3606,1389312000
112,2793,1389225600
112,2187,1389225600
112,1005,1389225600
112,2187,1389225600
112,2793,1389225600
113,4048,1388793600
113,2425,1388793600
113,4049,1388793600
114,1448,1388707200
114,731,1388707200
115,3705,1388707200
115,2565,1388707200
115,2277,1388707200
115,3705,1388707200
115,2565,1388707200
115,2277,1388707200
116,576,1388361600
116,1721,1388361600
117,223,1388102400
117,26,1388102400
118,2497,1387497600
118,2883,1387497600
118,2340,1387497600
119,971,1387152000
119,2351,1387152000
119,2435,1387152000
119,2351,1387152000
119,971,1387152000
120,2394,1387152000
120,2030,1387152000
121,4050,1386633600
121,498,1386633600
121,4051,1386633600
121,4051,1386633600
121,498,1386633600
122,1070,1386460800
122,3243,1386460800
122,1297,1386460800
122,3243,1386460800
122,1070,1386460800
123,1630,1385596800
123,3096,1385596800
124,226,1385510400
124,656,1385510400
125,2432,1384387200
125,2747,1384387200
126,378,1383955200
126,2704,1383955200
126,378,1383955200
126,2704,1383955200
127,116,1383264000
127,966,1383264000
127,1763,1383264000
128,795,1383177600
128,2732,1383177600
129,2039,1382313600
129,611,1382313600
130,1998,1382054400
130,3706,1382054400
130,233,1382054400
131,2911,1380672000
131,353,1380672000
132,2771,1380067200
132,3707,1380067200
132,3708,1380067200
132,2771,1380067200
133,1127,1379894400
133,750,1379894400
133,2522,1379894400
133,750,1379894400
133,1127,1379894400
133,2522,1379894400
133,1127,1379894400
134,3065,1379030400
134,1552,1379030400
134,151,1379030400
134,151,1379030400
134,1552,1379030400
135,1484,1378857600
135,754,1378857600
135,2892,1378857600
136,2409,1378512000
136,1453,1378512000
137,2480,1378425600
137,1277,1378425600
138,4053,1377129600
138,4052,1377129600
139,46,1376611200
139,957,1376611200
140,3239,1376179200
140,2029,1376179200
140,1056,1376179200
140,1056,1376179200
140,3239,1376179200
141,2977,1375488000
141,2202,1375488000
141,980,1375488000
142,515,1375315200
142,3709,1375315200
142,3211,1375315200
143,2102,1374969600
143,744,1374969600
144,1523,1374883200
144,965,1374883200
145,4054,1374624000
145,1294,1374624000
145,1561,1374624000
145,1561,1374624000
145,1294,1374624000
145,4054,1374624000
145,1561,1374624000
145,1294,1374624000
146,3455,1373846400
146,1328,1373846400
147,1566,1373673600
147,1038,1373673600
148,3673,1373328000
148,2469,1373328000
148,1174,1373328000
148,2469,1373328000
148,3673,1373328000
149,2735,1372723200
149,391,1372723200
150,4055,1372723200
150,2685,1372723200
150,837,1372723200
150,4055,1372723200
150,2685,1372723200
151,902,1406073600
151,3710,1406073600
151,3711,1406073600
151,3712,1406073600
151,902,1406073600
151,3710,1406073600
151,3711,1406073600
151,3712,1406073600
152,4056,1405468800
152,2849,1405468800
153,2859,1405296000
153,229,1405296000
153,3416,1405296000
153,3515,1405296000
153,229,1405296000
153,2859,1405296000
154,2269,1404950400
154,2626,1404950400
154,1996,1404950400
154,2084,1404950400
155,566,1404950400
155,325,1404950400
155,1119,1404950400
155,2722,1404950400
155,1119,1404950400
155,325,1404950400
155,566,1404950400
156,3230,1404864000
156,3379,1404864000
156,2693,1404864000
156,1332,1404864000
156,3230,1404864000
157,2797,1404777600
157,758,1404777600
157,2797,1404777600
157,807,1404777600
157,758,1404777600
158,257,1404604800
158,679,1404604800
158,679,1404604800
158,257,1404604800
158,1615,1404604800
158,2778,1404604800
159,3714,1404432000
159,3713,1404432000
159,2937,1404432000
159,1982,1404432000
160,2730,1404000000
160,1340,1404000000
161,3556,1403740800
161,1794,1403740800
161,4390,1403740800
161,4389,1403740800
162,2564,1403481600
162,1948,1403481600
163,4346,1402963200
163,3691,1402963200
163,1777,1402963200
163,3236,1402963200
164,2501,1402790400
164,194,1402790400
164,2501,1402790400
164,1440,1402790400
165,3647,1401926400
165,2449,1401926400
165,1331,1401926400
165,2449,1401926400
165,3647,1401926400
165,3561,1401926400
165,1331,1401926400
165,3561,1401926400
166,1727,1401580800
166,3282,1401580800
166,2272,1401580800
167,624,1400889600
167,1385,1400889600
168,33,1400803200
168,315,1400803200
169,2161,1400803200
169,683,1400803200
169,4057,1400803200
170,979,1400803200
170,2037,1400803200
170,3105,1400803200
170,2638,1400803200
171,1026,1400544000
171,508,1400544000
171,4058,1400544000
171,4059,1400544000
171,1026,1400544000
171,508,1400544000
171,4058,1400544000
172,1930,1400284800
172,4391,1400284800
173,918,1400112000
173,3345,1400112000
173,3085,1400112000
173,444,1400112000
174,4393,1400112000
174,4392,1400112000
175,387,1399939200
175,72,1399939200
175,502,1399939200
175,1075,1399939200
176,2695,1399420800
176,3715,1399420800
176,2295,1399420800
176,2811,1399420800
176,2811,1399420800
176,2295,1399420800
176,3715,1399420800
177,584,1398988800
177,1483,1398988800
177,584,1398988800
177,1483,1398988800
178,3716,1398816000
178,1434,1398816000
178,2810,1398816000
178,1410,1398816000
178,3716,1398816000
178,1434,1398816000
178,2810,1398816000
178,1410,1398816000
179,2411,1398729600
179,2798,1398729600
179,2842,1398729600
179,2591,1398729600
179,2591,1398729600
179,2842,1398729600
179,2798,1398729600
179,2411,1398729600
180,240,1398470400
180,1575,1398470400
180,3469,1398470400
180,1946,1398470400
181,2046,1398211200
181,2815,1398211200
181,4060,1398211200
181,2837,1398211200
181,4060,1398211200
181,2815,1398211200
181,2046,1398211200
182,3188,1397865600
182,2146,1397865600
183,956,1397174400
183,4394,1397174400
184,1706,1396915200
184,2157,1396915200
184,1706,1396915200
184,2157,1396915200
184,650,1396915200
184,2063,1396915200
185,3272,1396828800
185,769,1396828800
185,1843,1396828800
185,2456,1396828800
186,2676,1396569600
186,1944,1396569600
187,2181,1396396800
187,2264,1396396800
188,3018,1396051200
188,2857,1396051200
188,1650,1396051200
188,3152,1396051200
189,133,1395964800
189,3717,1395964800
189,879,1395964800
189,1177,1395964800
189,1177,1395964800
189,133,1395964800
190,1092,1395878400
190,1500,1395878400
190,4061,1395878400
190,3614,1395878400
191,770,1395532800
191,2887,1395532800
191,903,1395532800
191,2887,1395532800
192,3408,1395532800
192,3088,1395532800
192,3718,1395532800
193,2289,1394928000
193,4062,1394928000
193,4063,1394928000
193,2289,1394928000
193,4062,1394928000
194,3097,1394841600
194,4064,1394841600
194,2929,1394841600
194,3097,1394841600
194,4064,1394841600
194,1443,1394841600
194,2929,1394841600
194,4064,1394841600
194,3097,1394841600
195,2410,1394755200
195,2853,1394755200
195,3589,1394755200
195,2483,1394755200
196,4067,1394582400
196,4066,1394582400
196,4065,1394582400
196,4066,1394582400
196,4067,1394582400
196,1826,1394582400
197,2097,1394582400
197,1018,1394582400
197,2360,1394582400
197,3719,1394582400
198,3720,1394150400
198,1494,1394150400
198,2297,1394150400
198,1636,1394150400
199,1187,1394064000
199,3721,1394064000
199,772,1394064000
199,3419,1394064000
199,3419,1394064000
199,772,1394064000
199,3721,1394064000
200,3722,1393977600
200,3124,1393977600
200,1351,1393977600
200,748,1393977600
201,70,1393459200
201,4395,1393459200
202,3038,1393113600
202,393,1393113600
202,1913,1393113600
202,393,1393113600
202,896,1393113600
202,3038,1393113600
203,123,1392595200
203,2024,1392595200
203,182,1392595200
203,1116,1392595200
204,1104,1392249600
204,1353,1392249600
204,3552,1392249600
204,1130,1392249600
205,3245,1392163200
205,3525,1392163200
206,2612,1391558400
206,534,1391558400
206,2612,1391558400
206,534,1391558400
207,3724,1391299200
207,1079,1391299200
207,3723,1391299200
208,876,1391212800
208,3093,1391212800
208,2545,1391212800
208,3426,1391212800
209,209,1391212800
209,733,1391212800
209,209,1391212800
209,733,1391212800
209,3169,1391212800
210,1367,1390953600
210,65,1390953600
211,1910,1390867200
211,868,1390867200
211,4068,1390867200
211,814,1390867200
212,3725,1390867200
212,313,1390867200
212,3726,1390867200
212,3586,1390867200
212,3586,1390867200
212,3726,1390867200
213,3682,1390348800
213,3479,1390348800
213,3682,1390348800
213,3479,1390348800
214,4348,1390262400
214,4347,1390262400
214,3387,1390262400
214,1327,1390262400
215,3183,1390176000
215,1736,1390176000
216,1928,1390176000
216,2061,1390176000
216,3727,1390176000
216,2319,1390176000
216,2319,1390176000
216,2061,1390176000
217,707,1389744000
217,4396,1389744000
218,3258,1389657600
218,3560,1389657600
218,247,1389657600
218,2503,1389657600
219,1548,1389657600
219,4069,1389657600
219,2071,1389657600
220,1584,1389312000
220,751,1389312000
220,774,1389312000
220,1040,1389312000
220,1584,1389312000
220,751,1389312000
220,1040,1389312000
221,674,1389139200
221,4349,1389139200
221,2688,1389139200
221,1006,1389139200
222,1099,1388966400
222,2982,1388966400
222,4070,1388966400
222,466,1388966400
222,4070,1388966400
222,2982,1388966400
223,878,1388707200
223,3129,1388707200
223,3378,1388707200
223,1261,1388707200
223,1261,1388707200
223,3378,1388707200
223,3129,1388707200
223,878,1388707200
224,4397,1388707200
224,2072,1388707200
225,4071,1388707200
225,3367,1388707200
225,885,1388707200
225,1753,1388707200
225,1753,1388707200
225,885,1388707200
225,3367,1388707200
225,4071,1388707200
226,2398,1388620800
226,1578,1388620800
226,670,1388620800
226,1578,1388620800
226,670,1388620800
227,3643,1388361600
227,1001,1388361600
227,4072,1388361600
227,3643,1388361600
227,1001,1388361600
228,2080,1388275200
228,756,1388275200
228,1356,1388275200
228,2941,1388275200
229,790,1388275200
229,1295,1388275200
230,261,1388102400
230,3597,1388102400
230,1708,1388102400
230,3728,1388102400
231,2949,1388016000
231,2222,1388016000
231,3573,1388016000
232,3458,1387929600
232,2891,1387929600
232,3729,1387929600
233,719,1387670400
233,2958,1387670400
234,1093,1387670400
234,3731,1387670400
234,3730,1387670400
234,1093,1387670400
234,3731,1387670400
234,3730,1387670400
235,3732,1387584000
235,3585,1387584000
235,1665,1387584000
235,2947,1387584000
236,2487,1387324800
236,3378,1387324800
236,43,1387324800
236,2652,1387324800
237,3671,1387065600
237,3569,1387065600
238,2271,1386892800
238,2183,1386892800
238,2455,1386892800
238,3733,1386892800
239,2177,1386633600
239,1573,1386633600
239,2747,1386633600
239,2205,1386633600
240,402,1386460800
240,1859,1386460800
240,3611,1386460800
240,200,1386460800
240,3611,1386460800
240,1859,1386460800
240,402,1386460800
240,1859,1386460800
240,402,1386460800
241,899,1386201600
241,1792,1386201600
241,3043,1386201600
241,1792,1386201600
241,3043,1386201600
241,3043,1386201600
241,1820,1386201600
241,1792,1386201600
241,899,1386201600
242,3366,1385683200
242,2197,1385683200
242,1061,1385683200
242,3366,1385683200
242,1061,1385683200
242,2197,1385683200
242,1347,1385683200
243,2602,1385510400
243,3547,1385510400
244,3279,1384819200
244,668,1384819200
244,2313,1384819200
244,3279,1384819200
244,668,1384819200
244,2313,1384819200
245,39,1384819200
245,990,1384819200
246,581,1384732800
246,2887,1384732800
247,2902,1384732800
247,3099,1384732800
247,1567,1384732800
247,738,1384732800
248,3734,1384646400
248,3735,1384646400
248,3736,1384646400
248,3737,1384646400
249,3400,1384387200
249,4350,1384387200
249,1989,1384387200
249,3296,1384387200
250,55,1384128000
250,2006,1384128000
251,2910,1383609600
251,2203,1383609600
251,2003,1383609600
251,1063,1383609600
251,1063,1383609600
251,2003,1383609600
251,2203,1383609600
252,1301,1383264000
252,2597,1383264000
253,2008,1383177600
253,3120,1383177600
253,3080,1383177600
253,2327,1383177600
254,3540,1383004800
254,3218,1383004800
254,4074,1383004800
254,4073,1383004800
255,686,1382140800
255,727,1382140800
256,3739,1381363200
256,1668,1381363200
256,3738,1381363200
256,13,1381363200
257,1609,1380153600
257,1544,1380153600
258,3566,1379894400
258,3740,1379894400
258,3741,1379894400
258,2555,1379894400
259,4398,1379808000
259,663,1379808000
260,2912,1379808000
260,2336,1379808000
260,1685,1379808000
260,2336,1379808000
260,2912,1379808000
260,3348,1379808000
261,1969,1379116800
261,1408,1379116800
261,42,1379116800
261,482,1379116800
262,2703,1378857600
262,2198,1378857600
262,661,1378857600
262,2329,1378857600
262,2329,1378857600
262,2703,1378857600
263,3420,1378339200
263,3380,1378339200
264,4076,1377993600
264,1248,1377993600
264,867,1377993600
264,4075,1377993600
265,2343,1377734400
265,2631,1377734400
266,1078,1377475200
266,420,1377475200
267,3454,1375747200
267,2166,1375747200
267,3214,1375747200
267,2166,1375747200
267,3454,1375747200
267,2660,1375747200
268,1167,1375660800
268,3742,1375660800
268,3742,1375660800
268,1167,1375660800
268,301,1375660800
268,3743,1375660800
268,3743,1375660800
268,1167,1375660800
268,3742,1375660800
269,799,1374192000
269,2032,1374192000
269,330,1374192000
269,2032,1374192000
269,799,1374192000
269,726,1374192000
270,2900,1374105600
270,1580,1374105600
270,2206,1374105600
270,137,1374105600
271,665,1373068800
271,1373,1373068800
271,665,1373068800
271,1373,1373068800
272,1052,1372723200
272,2309,1372723200
272,1284,1372723200
272,1249,1372723200
273,3312,1406073600
273,2642,1406073600
273,3744,1406073600
273,3745,1406073600
273,3746,1406073600
274,989,1405987200
274,335,1405987200
274,3553,1405987200
275,1034,1405728000
275,2559,1405728000
275,2145,1405728000
275,2952,1405728000
275,2443,1405728000
276,4078,1405468800
276,4077,1405468800
276,4078,1405468800
276,1887,1405468800
276,1384,1405468800
277,4399,1405036800
277,2800,1405036800
278,447,1404950400
278,3267,1404950400
278,447,1404950400
278,2383,1404950400
279,3678,1404777600
279,2059,1404777600
279,3162,1404777600
279,362,1404777600
279,3678,1404777600
280,620,1404777600
280,3115,1404777600
280,816,1404777600
281,1744,1404604800
281,1298,1404604800
281,3747,1404604800
281,306,1404604800
282,1198,1404345600
282,474,1404345600
282,1198,1404345600
282,474,1404345600
283,3748,1404086400
283,2118,1404086400
283,3748,1404086400
283,2118,1404086400
283,1259,1404086400
284,1368,1404000000
284,2464,1404000000
285,3749,1403481600
285,3750,1403481600
285,1051,1403481600
285,3751,1403481600
285,3014,1403481600
285,3751,1403481600
285,1051,1403481600
286,3661,1403481600
286,1689,1403481600
287,645,1403136000
287,409,1403136000
287,164,1403136000
288,4351,1402876800
288,1485,1402876800
289,526,1402790400
289,1667,1402790400
289,127,1402790400
289,1667,1402790400
289,3752,1402790400
289,526,1402790400
289,2479,1402790400
289,526,1402790400
289,1667,1402790400
290,1131,1402617600
290,864,1402617600
290,1131,1402617600
290,864,1402617600
291,3753,1401667200
291,3090,1401667200
291,2786,1401667200
291,2142,1401667200
291,2979,1401667200
291,2979,1401667200
291,2142,1401667200
291,2786,1401667200
291,3090,1401667200
291,3753,1401667200
292,454,1401408000
292,12,1401408000
292,655,1401408000
292,1623,1401408000
293,2458,1401321600
293,2879,1401321600
293,1029,1401321600
293,4079,1401321600
294,2498,1401148800
294,4081,1401148800
294,4080,1401148800
295,1231,1401062400
295,933,1401062400
295,109,1401062400
295,956,1401062400
295,1984,1401062400
295,956,1401062400
295,109,1401062400
295,933,1401062400
295,1231,1401062400
296,1748,1400976000
296,329,1400976000
296,2970,1400976000
296,431,1400976000
296,2296,1400976000
297,595,1400630400
297,2763,1400630400
298,3491,1400630400
298,263,1400630400
298,4400,1400630400
298,1213,1400630400
299,3755,1400457600
299,2658,1400457600
299,3754,1400457600
300,4085,1400371200
300,4084,1400371200
300,4082,1400371200
300,4085,1400371200
300,4084,1400371200
300,4083,1400371200
300,4082,1400371200
301,754,1400198400
301,3387,1400198400
301,45,1400198400
301,3756,1400198400
301,1160,1400198400
302,2851,1400198400
302,152,1400198400
302,1067,1400198400
302,614,1400198400
302,3757,1400198400
302,3757,1400198400
302,614,1400198400
303,1185,1400025600
303,1714,1400025600
303,156,1400025600
304,1748,1399939200
304,901,1399939200
304,3578,1399939200
305,3036,1399507200
305,1966,1399507200
305,2312,1399507200
305,3758,1399507200
305,632,1399507200
305,1966,1399507200
305,632,1399507200
305,3036,1399507200
305,3758,1399507200
305,2312,1399507200
305,3758,1399507200
305,632,1399507200
306,3759,1399507200
306,1427,1399507200
306,3760,1399507200
306,1428,1399507200
306,1431,1399507200
307,2878,1398729600
307,2533,1398729600
307,3761,1398729600
307,1703,1398729600
307,2533,1398729600
307,1627,1398729600
308,1971,1398556800
308,642,1398556800
309,931,1398384000
309,1533,1398384000
309,3218,1398384000
309,2760,1398384000
309,1608,1398384000
309,1608,1398384000
309,3218,1398384000
309,1533,1398384000
310,4090,1398384000
310,4089,1398384000
310,4086,1398384000
310,4088,1398384000
310,4087,1398384000
311,1994,1398038400
311,2741,1398038400
311,272,1398038400
311,1770,1398038400
311,2273,1398038400
312,3762,1397779200
312,1628,1397779200
313,1475,1397692800
313,1902,1397692800
314,4401,1397520000
314,797,1397520000
314,2442,1397520000
315,1511,1397433600
315,1661,1397433600
315,4091,1397433600
315,1899,1397433600
315,2460,1397433600
316,1943,1397174400
316,2961,1397174400
316,3389,1397174400
316,673,1397174400
316,3488,1397174400
316,3488,1397174400
316,673,1397174400
316,3389,1397174400
316,2961,1397174400
316,1943,1397174400
317,3447,1397174400
317,1812,1397174400
317,500,1397174400
317,1812,1397174400
318,1681,1397001600
318,3066,1397001600
318,890,1397001600
318,852,1397001600
319,1010,1396742400
319,2454,1396742400
319,2615,1396742400
319,4092,1396742400
319,714,1396742400
320,4354,1396396800
320,4353,1396396800
320,4352,1396396800
320,2996,1396396800
321,1421,1396051200
321,369,1396051200
321,849,1396051200
321,3763,1396051200
321,1858,1396051200
321,3763,1396051200
322,201,1395964800
322,4402,1395964800
322,3042,1395964800
323,1616,1395878400
323,1027,1395878400
323,1156,1395878400
323,1791,1395878400
323,1568,1395878400
324,2090,1395705600
324,3107,1395705600
324,3013,1395705600
324,3013,1395705600
324,3107,1395705600
324,2090,1395705600
324,487,1395705600
324,309,1395705600
325,1062,1395187200
325,559,1395187200
325,888,1395187200
325,888,1395187200
325,170,1395187200
325,559,1395187200
325,1062,1395187200
325,735,1395187200
326,35,1394755200
326,1817,1394755200
326,276,1394755200
326,1883,1394755200
326,4355,1394755200
327,37,1394668800
327,1041,1394668800
327,3083,1394668800
327,2485,1394668800
327,666,1394668800
327,666,1394668800
327,2485,1394668800
327,3083,1394668800
327,1041,1394668800
327,37,1394668800
328,605,1394323200
328,1161,1394323200
328,2546,1394323200
329,1342,1394150400
329,1797,1394150400
329,3142,1394150400
329,1002,1394150400
329,3244,1394150400
330,2838,1394064000
330,722,1394064000
331,1848,1393804800
331,68,1393804800
331,1252,1393804800
331,1252,1393804800
331,80,1393804800
331,68,1393804800
331,1531,1393804800
331,1848,1393804800
332,1834,1393632000
332,3764,1393632000
332,1834,1393632000
332,3764,1393632000
332,1925,1393632000
333,3765,1393545600
333,3064,1393545600
333,3008,1393545600
333,3766,1393545600
333,1634,1393545600
333,1634,1393545600
333,3766,1393545600
333,3008,1393545600
333,3765,1393545600
334,1991,1393545600
334,1618,1393545600
334,244,1393545600
334,3446,1393545600
334,2581,1393545600
334,244,1393545600
334,3446,1393545600
335,1864,1393459200
335,947,1393459200
335,2611,1393459200
335,1865,1393459200
335,1864,1393459200
335,947,1393459200
335,2611,1393459200
336,2659,1393372800
336,4093,1393372800
336,4094,1393372800
336,643,1393372800
336,1043,1393372800
337,3278,1393372800
337,246,1393372800
337,97,1393372800
337,3424,1393372800
337,2056,1393372800
338,52,1393200000
338,537,1393200000
339,2021,1392508800
339,3634,1392508800
340,1308,1392249600
340,1597,1392249600
340,3668,1392249600
340,204,1392249600
340,2124,1392249600
341,2526,1391990400
341,1196,1391990400
341,2526,1391990400
341,1196,1391990400
341,2007,1391990400
342,2755,1391644800
342,2537,1391644800
342,4095,1391644800
343,3517,1391385600
343,4403,1391385600
343,1880,1391385600
344,636,1391299200
344,305,1391299200
344,493,1391299200
344,1263,1391299200
345,893,1390953600
345,4096,1390953600
345,3200,1390953600
345,2736,1390953600
345,3262,1390953600
346,996,1390953600
346,2527,1390953600
346,1042,1390953600
346,2159,1390953600
346,3123,1390953600
346,3123,1390953600
346,2159,1390953600
346,1042,1390953600
346,996,1390953600
346,3123,1390953600
346,1042,1390953600
346,996,1390953600
347,1610,1390953600
347,4404,1390953600
347,2950,1390953600
348,1518,1390867200
348,1274,1390867200
348,4097,1390867200
348,1796,1390867200
349,1281,1390867200
349,62,1390867200
349,3545,1390867200
349,1771,1390867200
349,3000,1383782400
349,1823,1383782400
349,2867,1383782400
349,3439,1383782400
349,1047,1383782400
349,4336,1383782400
349,2219,1383782400
349,392,1383782400
349,269,1383782400
350,3767,1390694400
350,506,1390694400
350,3382,1390694400
350,2143,1390694400
350,2224,1390694400
351,575,1390435200
351,3352,1390435200
351,3013,1390435200
351,2445,1390435200
351,2229,1390435200
352,4098,1390262400
352,4099,1390262400
352,4100,1390262400
352,3194,1390262400
352,1932,1390262400
352,1932,1390262400
352,4098,1390262400
352,3194,1390262400
352,4099,1390262400
353,105,1390262400
353,148,1390262400
353,67,1390262400
353,148,1390262400
353,4101,1390262400
353,713,1390262400
353,105,1390262400
354,3608,1390176000
354,2100,1390176000
354,2214,1390176000
354,4102,1390176000
355,2255,1389916800
355,1473,1389916800
355,627,1389916800
356,2610,1389398400
356,1290,1389398400
356,2226,1389398400
357,1846,1389398400
357,1808,1389398400
357,1846,1389398400
357,1168,1389398400
357,1808,1389398400
357,841,1389398400
357,4103,1389398400
358,2504,1389225600
358,4104,1389225600
358,838,1389225600
358,855,1389225600
358,24,1389225600
358,24,1389225600
358,838,1389225600
358,2504,1389225600
358,855,1389225600
358,4104,1389225600
359,2663,1389139200
359,273,1389139200
359,2440,1389139200
359,2478,1389139200
359,149,1389139200
360,3768,1389052800
360,1469,1389052800
360,480,1389052800
360,489,1389052800
361,222,1388966400
361,700,1388966400
361,949,1388966400
361,3133,1388966400
361,496,1388966400
362,1093,1388966400
362,762,1388966400
362,1233,1388966400
362,3473,1388966400
363,251,1388707200
363,2204,1388707200
363,585,1388707200
363,3769,1388707200
363,3770,1388707200
363,585,1388707200
363,2204,1388707200
364,3773,1388620800
